CLAVE DE LA NORMA,TITULO,F. PUBLICACIÓN,TIPO NORMA,PRODUCTO,RAE,CTNN,ONN,DOCUMENTO
NMX-T-169-SCFI-2004,INDUSTRIA HULERA-MATERIAS PRIMAS-CUERDAS DE FIBRAS SINTETICAS Y ARTIFICIALES PARA LLANTAS-ESPECIFICACIONES (CANCELA A LA NMX-T-169-1994-SCFI).,2004-06-03T00:00:00Z,DEFINITIVA,LLANTA,PRODUCTOS DE HULE,CTNN DE LA INDUSTRIA HULERA.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2004/nmx-t-169-scfi-2004.pdf
NMX-T-170-SCFI-2004,INDUSTRIA HULERA-MATERIAS PRIMAS-CUERDAS SINTETICAS Y ARTIFICIALES PARA LLANTAS-ESPESOR-METODO DE PRUEBA (CANCELA A LA NMX-T-170-1994-SCFI).,2004-06-03T00:00:00Z,DEFINITIVA,LLANTA,PRODUCTOS DE HULE,CTNN DE LA INDUSTRIA HULERA.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2004/nmx-t-170-scfi-2004.pdf
NMX-T-171-SCFI-1999,INDUSTRIA HULERA-MATERIAS PRIMAS-HULE NATURAL-CONTENIDO DE  CENIZAS-METODO DE PRUEBA.                                                                                                                                                                         ,1999-09-21T00:00:00Z,DEFINITIVA,MÉTODO DE PRUEBA,PRODUCTOS DE HULE,CTNN DE LA INDUSTRIA HULERA.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1999/nmx-t-171-1999.pdf
NMX-T-172-SCFI-1999,INDUSTRIA HULERA-MATERIAS PRIMAS-HULE NATURAL-CONTENIDO DE  IMPUREZAS-METODO DE PRUEBA.                                                                                                                                                                       ,1999-09-21T00:00:00Z,DEFINITIVA,MATERIAS PRIMAS,PRODUCTOS DE HULE,CTNN DE LA INDUSTRIA HULERA.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1999/nmx-t-172-1999.pdf
NMX-T-173-SCFI-1999,INDUSTRIA HULERA-MATERIAS PRIMAS-HULE NATURAL-CONTENIDO DE MATERIA  VOLATIL-METODO DE PRUEBA.                                                                                                                                                                 ,1999-09-21T00:00:00Z,DEFINITIVA,MATERIAS PRIMAS,PRODUCTOS DE HULE,CTNN DE LA INDUSTRIA HULERA.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1999/nmx-t-173-1999.pdf
NMX-T-174-SCFI-1999,INDUSTRIA HULERA-MATERIAS PRIMAS-HULE NATURAL-CONTENIDO DE  NITROGENO-METODO DE PRUEBA.                                                                                                                                                                       ,1999-09-21T00:00:00Z,DEFINITIVA,MATERIAS PRIMAS,PRODUCTOS DE HULE,CTNN DE LA INDUSTRIA HULERA.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1999/nmx-t-174-1999.pdf
NMX-T-175-SCFI-1999,INDUSTRIA HULERA-MATERIAS PRIMAS-HULE NATURAL-PLASTICIDAD INICIAL  WALLACE E INDICE DE RETENCION DE PLASTICIDAD-METODO DE PRUEBA.                                                                                                                             ,1999-09-21T00:00:00Z,DEFINITIVA,MATERIAS PRIMAS,PRODUCTOS DE HULE,CTNN DE LA INDUSTRIA HULERA.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1999/nmx-t-175-1999.pdf
NMX-T-176-SCFI-2001,INDUSTRIA HULERA-MATERIAS PRIMAS-AZUFRE MOLIDO GRADO HULERO-CONTENIDO DE CENIZAS-METODO DE PRUEBA.,2001-06-07T00:00:00Z,DEFINITIVA,AZUFRE,PRODUCTOS DE HULE,CTNN DE LA INDUSTRIA HULERA.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2001/nmx-t-176-scfi-2001.pdf
NMX-T-177-SCFI-2001,INDUSTRIA HULERA-MATERIAS PRIMAS-AZUFRE MOLIDO GRADO HULERO-CONTENIDO DE ACIDEZ LIBRE COMO SULFURICO-METODO DE PRUEBA.,2001-06-07T00:00:00Z,DEFINITIVA,AZUFRE,PRODUCTOS DE HULE,CTNN DE LA INDUSTRIA HULERA.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2001/nmx-t-177-scfi-2001.pdf
NMX-T-178-SCFI-2001,INDUSTRIA HULERA-MATERIAS PRIMAS-AZUFRE MOLIDO GRADO HULERO-METODO DE MUESTREO.,2001-06-07T00:00:00Z,DEFINITIVA,AZUFRE,PRODUCTOS DE HULE,CTNN DE LA INDUSTRIA HULERA.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2001/nmx-t-178-scfi-2001.pdf
NMX-T-179-SCFI-2011,INDUSTRIA HULERA-DIMENSIONES DE LOS ANILLOS DE HULE-METODO DE PRUEBA (CANCELA A LA NMX-T-179-SCFI-2002).,2011-08-15T00:00:00Z,DEFINITIVA,HULE,PRODUCTOS DE HULE,CTNN DE LA INDUSTRIA HULERA.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2010/nmx-t-179-scfi-2010.pdf
NMX-T-180-SCFI-2002,INDUSTRIA HULERA-COMPATIBILIDAD DE LOS ANILLOS DE HULE CON EL POLI (CLORURO DE VINILO) (PVC)-METODO DE PRUEBA (CANCELA A LA NMX-E-218-1994-SCFI).,2002-04-18T00:00:00Z,DEFINITIVA,HULE,PRODUCTOS DE HULE,CTNN DE LA INDUSTRIA HULERA.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2002/nmx-t-180-scfi-2002.pdf
NMX-T-181-SCFI-2011,INDUSTRIA HULERA-RESISTENCIA AL AGRIETAMIENTO POR OZONO-METODO DE PRUEBA (CANCELA A LA NMX-T-181-SCFI-2002).,2011-08-15T00:00:00Z,DEFINITIVA,HULE,PRODUCTOS DE HULE,CTNN DE LA INDUSTRIA HULERA.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2010/nmx-t-181-scfi-2010.pdf
NMX-T-182-SCFI-2003,INDUSTRIA HULERA-LLANTAS RENOVADAS PARA CAMION-ESPECIFICACIONES DE SEGURIDAD Y METODOS DE PRUEBA,2003-05-23T00:00:00Z,DEFINITIVA,LLANTA,PRODUCTOS DE HULE,CTNN DE LA INDUSTRIA HULERA.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2003/nmx-t-182-scfi-2003.pdf
NMX-T-183-SCFI-2005,INDUSTRIA HULERA-MATERIAS PRIMAS-EXTENDEDORES Y PLASTIFICANTES PARA COMPUESTOS DE HULE-DETERMINACION DE COLOR-METODO DE PRUEBA.,2005-06-23T00:00:00Z,DEFINITIVA,HULE,PRODUCTOS DE HULE,CTNN DE LA INDUSTRIA HULERA.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2005/nmx-t-183-scfi-2005.pdf
NMX-T-184-SCFI-2005,INDUSTRIA HULERA-MATERIAS PRIMAS-EXTENDEDORES Y PLASTIFICANTES PARA COMPUESTOS DE HULE-PUNTO DE ANILINA-METODO DE PRUEBA.,2005-06-23T00:00:00Z,DEFINITIVA,HULE,PRODUCTOS DE HULE,CTNN DE LA INDUSTRIA HULERA.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2005/nmx-t-184-scfi-2005.pdf
NMX-T-185-SCFI-2005,INDUSTRIA HULERA-MATERIAS PRIMAS-EXTENDEDORES Y PLASTIFICANTES PARA COMPUESTOS DE HULE-APARIENCIA-METODO DE PRUEBA.,2005-06-23T00:00:00Z,DEFINITIVA,HULE,PRODUCTOS DE HULE,CTNN DE LA INDUSTRIA HULERA.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2005/nmx-t-185-scfi-2005.pdf
NMX-T-186-SCFI-2005,INDUSTRIA HULERA-MATERIAS PRIMAS-EXTENDEDORES Y PLASTIFICANTES PARA COMPUESTOS DE HULE-CONTENIDO CENIZAS-METODO DE PRUEBA.,2005-06-23T00:00:00Z,DEFINITIVA,HULE,PRODUCTOS DE HULE,CTNN DE LA INDUSTRIA HULERA.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2005/nmx-t-186-scfi-2005.pdf
NMX-T-187-SCFI-2005,INDUSTRIA HULERA-MATERIAS PRIMAS-EXTENDEDORES Y PLASTIFICANTES PARA COMPUESTOS DE HULE-DETERMINACION DE HUMEDAD POR CALENTAMIENTO-METODO DE PRUEBA.,2005-06-23T00:00:00Z,DEFINITIVA,HULE,PRODUCTOS DE HULE,CTNN DE LA INDUSTRIA HULERA.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2005/nmx-t-187-scfi-2005.pdf
NMX-T-188-SCFI-2005,INDUSTRIA HULERA-MATERIAS PRIMAS-EXTENDEDORES Y PLASTIFICANTES PARA COMPUESTOS DE HULE-MATERIAL VOLATIL-METODO DE PRUEBA.,2005-06-23T00:00:00Z,DEFINITIVA,HULE,PRODUCTOS DE HULE,CTNN DE LA INDUSTRIA HULERA.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2005/nmx-t-188-scfi-2005.pdf
NMX-T-189-SCFI-2005,INDUSTRIA HULERA-MATERIAS PRIMAS-EXTENDEDORES Y PLASTIFICANTES PARA COMPUESTOS DE HULE-VISCOSIDAD SAYBOLT-METODO DE PRUEBA.,2005-06-23T00:00:00Z,DEFINITIVA,HULE,PRODUCTOS DE HULE,CTNN DE LA INDUSTRIA HULERA.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2005/nmx-t-189-scfi-2005.pdf
NMX-T-190-SCFI-2005,INDUSTRIA HULERA-MATERIAS PRIMAS-EXTENDEDORES Y PLASTIFICANTES PARA COMPUESTOS DE HULE-GRAVEDAD  ESPECIFICA POR HIDROMETRO-METODO DE PRUEBA.,2005-06-23T00:00:00Z,DEFINITIVA,HULE,PRODUCTOS DE HULE,CTNN DE LA INDUSTRIA HULERA.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2005/nmx-t-190-scfi-2005.pdf
NMX-T-191-SCFI-2008,INDUSTRIA HULERA - LIGAS DE HULE - ESPECIFICACIONES Y METODOS DE PRUEBA.,2009-02-27T00:00:00Z,DEFINITIVA,LIGAS,PRODUCTOS DE HULE,CTNN DE LA INDUSTRIA HULERA.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2009/nmx-t-191-scfi-2008.pdf
NMX-TT-001-1996-IMNC,REQUISITOS MÍNIMOS PARA LAS INSTITUCIONES EDUCATIVAS QUE OFRECEN ESTUDIOS RELACIONADOS CON EL TURISMO,1996-11-13T00:00:00Z,DEFINITIVA,SERVICIOS,TURISMO,NO APLICA,"INSTITUTO MEXICANO DE NORMALIZACIÓN Y CERTIFICACIÓN, A. C. (IMNC)",NO APLICA
NMX-TT-005-1996-IMNC,"REQUISITOS MÍNIMOS DE CALIDAD EN EL SERVICIO QUE DEBEN CUMPLIR LOS HOTELES, MOTELES, SERVICIO COMPARTIDO Y SIMILARES PARA OBTENER EL ""CERTIFICADO DE CALIDAD TURÍSTICA COMERCIAL-UNA ESTRELLA"" O EL ""CERTIFICADO DE CALIDAD TURÍSTICA COMERCIAL-DOS ESTRELLAS"".",1996-11-13T00:00:00Z,DEFINITIVA,HOTEL,TURISMO,NO APLICA,"INSTITUTO MEXICANO DE NORMALIZACIÓN Y CERTIFICACIÓN, A. C. (IMNC)",NO APLICA
NMX-TT-006-1996-IMNC,"REQUISITOS MÍNIMOS DE CALIDAD EN EL SERVICIO QUE DEBEN CUMPLIR LOS HOTELES, MOTELES, SERVICIO COMPARTIDO Y SIMILARES PARA OBTENER EL ""CERTIFICADO DE CALIDAD TURÍSTICA DE PRIMERA CLASE-TRES ESTRELLAS"" O EL ""CERTIFICADO DE CALIDAD TURÍSTICA DE PRIMERA CLASE-CUATRO ESTRELLAS"".",1996-11-13T00:00:00Z,DEFINITIVA,HOTEL,TURISMO,NO APLICA,"INSTITUTO MEXICANO DE NORMALIZACIÓN Y CERTIFICACIÓN, A. C. (IMNC)",NO APLICA
NMX-TT-007-1996-IMNC,"REQUISITOS MÍNIMOS DE CALIDAD EN EL SERVICIO QUE DEBEN CUMPLIR LOS HOTELES, MOTELES, SERVICIO COMPARTIDO Y SIMILARES PARA OBTENER EL ""CERTIFICADO DE CALIDAD TURÍSTICA DE LUJO-CINCO ESTRELLAS"" O EL ""CERTIFICADO DE CALIDAD TURÍSTICA DE LUJO-GRAN TURISMO"".",1996-11-13T00:00:00Z,DEFINITIVA,HOTEL,TURISMO,NO APLICA,"INSTITUTO MEXICANO DE NORMALIZACIÓN Y CERTIFICACIÓN, A. C. (IMNC)",NO APLICA
NMX-TT-008-1996-IMNC,"REQUISITOS MÍNIMOS PARA CERTIFICAR LOS TIRAJES, COBERTURA O PRODUCCIÓN DE LOS MEDIOS DE COMUNICACIÓN TURÍSTICA.",1996-11-13T00:00:00Z,DEFINITIVA,SERVICIOS,TURISMO,NO APLICA,"INSTITUTO MEXICANO DE NORMALIZACIÓN Y CERTIFICACIÓN, A. C. (IMNC)",NO APLICA
NMX-TT-009-IMNC-2004,SPAS-REQUISITOS BASICOS DE CALIDAD EN EL SERVICIO E INSTALACIONES.,2004-03-04T00:00:00Z,DEFINITIVA,SERVICIOS,TURISMO,NO APLICA,"INSTITUTO MEXICANO DE NORMALIZACIÓN Y CERTIFICACIÓN, A. C. (IMNC)",NO APLICA
NMX-TT-010-IMNC-2008,TURISMO-AGENCIAS DE VIAJES Y OPERADORAS DE TURISMO-CLASIFICACION Y REQUISITOS.,2009-04-07T00:00:00Z,DEFINITIVA,TURISMO,TURISMO,NO APLICA,"INSTITUTO MEXICANO DE NORMALIZACIÓN Y CERTIFICACIÓN, A. C. (IMNC)",NO APLICA
NMX-U-001-SCFI-2011,"RECUBRIMIENTOS, PINTURAS, BARNICES Y PRODUCTOS AFINES-TERMINOS Y DEFINICIONES",2011-10-03T00:00:00Z,DEFINITIVA,PINTURAS,"PINTURAS, BARNICES Y LACAS","CTNN DE ADITIVOS, ACABADOS Y RECUBRIMIENTOS.",NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2010/nmx-u-001-scfi-2011.pdf
NMX-U-007-SCFI-2011,"RECUBRIMIENTOS, PINTURAS, BARNICES Y PRODUCTOS AFINES-METODO DE ENSAYO PARA LA DETERMINACION DEL PH DE LIXIVIADOS DE PIGMENTO, PINTURAS, RECUBRIMIENTOS Y EMULSIONES BASE AGUA (CANCELA A LA NMX-U-109-1983).",2011-10-03T00:00:00Z,DEFINITIVA,PINTURAS,"PINTURAS, BARNICES Y LACAS","CTNN DE ADITIVOS, ACABADOS Y RECUBRIMIENTOS.",NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2010/nmx-u-007-scfi-2011.pdf
NMX-U-019-1974,"""DETERMINACIÓN DE LA DENSIDADA DE PINTURAS, BARNICES, LACAS Y PRODUCTOS RELACIONADOS"".                                                                                                                                                               ",1974-07-22T00:00:00Z,DEFINITIVA,PINTURAS,"PINTURAS, BARNICES Y LACAS","CTNN DE ADITIVOS, ACABADOS Y RECUBRIMIENTOS.",NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1974/nmx-u-019-1974.pdf
NMX-U-023-1976,"""DETERMINACIÓN DE BIÓXIDO DE TITANIO EN PIGMENTOS (MÉTODO DE REDUCCIÓN POR ALUMINIO)""                                                                                                                                                 ",1976-05-10T00:00:00Z,DEFINITIVA,PIGMENTOS,"PINTURAS, BARNICES Y LACAS",CTNN DE PRODUCTOS QUÍMICOS.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1976/nmx-u-023-1976.pdf
NMX-U-026-1981,"""PINTURAS, RECUBRIMIENTOS Y PRODUCTOS AFINES - DETERMINACIÓN DEL RESIDUO EN MALLA D. G. N. 130M"". (ESTA NORMA CANCELA A LA NOM-U-26-1976)",1981-11-30T00:00:00Z,DEFINITIVA,PINTURAS,"PINTURAS, BARNICES Y LACAS","CTNN DE ADITIVOS, ACABADOS Y RECUBRIMIENTOS.",NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1981/nmx-u-026-1981.pdf
NMX-U-036-1977,"""DETERMINACIÓN DE LA PRESENCIA DE BREA EN RECUBRIMIENTOS PARA PROTECCIÓN ANTICORROSIVA"".                                                                                                                                                                       ",1977-11-11T00:00:00Z,DEFINITIVA,RECUBRIMIENTO,"PINTURAS, BARNICES Y LACAS","CTNN DE ADITIVOS, ACABADOS Y RECUBRIMIENTOS.",NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1977/nmx-u-036-1977.pdf
NMX-U-038-SCFI-2012,"RECUBRIMIENTOS, PINTURAS, BARNICES Y PRODUCTOS AFINES-DETERMINACIÓN DE LA VISCOSIDAD POR LOS MÉTODOS STORMER Y BROOKFIELD (CANCELA A LA NMX-U-038-1978",2013-04-15T00:00:00Z,DEFINITIVA,BARNICES,"PINTURAS, BARNICES Y LACAS","CTNN DE ADITIVOS, ACABADOS Y RECUBRIMIENTOS.",NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2010/nmx-u-038-scfi-2012.pdf
NMX-U-039-1978,DETERMINACIÓN DE LA COMPATILIDAD DE DOS CAPAS DE RECUBRIMIENTO.                                                                                                                                                                                        ,1978-04-24T00:00:00Z,DEFINITIVA,RECUBRIMIENTO,"PINTURAS, BARNICES Y LACAS","CTNN DE ADITIVOS, ACABADOS Y RECUBRIMIENTOS.",NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1978/nmx-u-039-1978.pdf
NMX-U-040-SCFI-2010,"RECUBRIMIENTOS, PINTURAS, BARNICES Y PRODUCTOS AFINES-MUESTREO (CANCELA A LAS NMX-U-040-1978 Y NMX-U-042-1978).",2010-06-18T00:00:00Z,DEFINITIVA,PINTURAS,"PINTURAS, BARNICES Y LACAS","CTNN DE ADITIVOS, ACABADOS Y RECUBRIMIENTOS.",NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2010/nmx-u-040-scfi-2010.pdf
NMX-U-041-SCFI-2010,"RECUBRIMIENTOS, PINTURAS, BARNICES Y PRODUCTOS AFINES-PREPARACION DE LAS MUESTRAS DE PRUEBA (CANCELA A LA NMX-U-041-1978).",2010-09-02T00:00:00Z,DEFINITIVA,PINTURAS,"PINTURAS, BARNICES Y LACAS","CTNN DE ADITIVOS, ACABADOS Y RECUBRIMIENTOS.",NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2010/nmx-u-041-scfi-2010.pdf
NMX-U-043-1984,"""PINTURAS, PIGMENTOS Y CARGAS-SÍLICE-ESPECIFICACIONES"".                                                                                                                                                                                                    ",1984-12-03T00:00:00Z,DEFINITIVA,PINTURAS,"PINTURAS, BARNICES Y LACAS","CTNN DE ADITIVOS, ACABADOS Y RECUBRIMIENTOS.",NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1984/nmx-u-043-1984.pdf
NMX-U-048-1978,"""DETERMINACIÓN DEL CONTENIDO EPÓXICO EN RESINAS EPÓXICAS"".                                                                                                                                                                                                ",1978-11-06T00:00:00Z,DEFINITIVA,RESINAS,"PINTURAS, BARNICES Y LACAS",CTNN DE PRODUCTOS QUÍMICOS.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1978/nmx-u-048-1978.pdf
NMX-U-058-1979,RECUBRIMIENTO PARA PROTECCIÓN ANTICORROSIVA.-PRIMARIO DE ALQUITRÁN DE HULLA-EPÓXICO CATALIZADO.,1979-06-11T00:00:00Z,DEFINITIVA,RECUBRIMIENTO,"PINTURAS, BARNICES Y LACAS","CTNN DE ADITIVOS, ACABADOS Y RECUBRIMIENTOS.",NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1979/nmx-u-058-1979.pdf
NMX-U-064-1979,"""RECUBRIMIENTO PARA PROTECCIÓN ANTICORROSIVA - ESMALTE ALQUIDÁLICO BRILLANTE"".                                                                                                                                                                             ",1979-11-01T00:00:00Z,DEFINITIVA,RECUBRIMIENTO,"PINTURAS, BARNICES Y LACAS","CTNN DE ADITIVOS, ACABADOS Y RECUBRIMIENTOS.",NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1979/nmx-u-064-1979.pdf
NMX-U-065-SCFI-2011,"RECUBRIMIENTOS, PINTURAS, BARNICES Y PRODUCTOS AFINES-ENSAYO CUALITATIVO DE ADHERENCIA UTILIZANDO CINTA ADHESIVA (CANCELA A LA NMX-U-065-1979).",2011-10-03T00:00:00Z,DEFINITIVA,PINTURAS,"PINTURAS, BARNICES Y LACAS","CTNN DE ADITIVOS, ACABADOS Y RECUBRIMIENTOS.",NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2010/nmx-u-065-scfi-2011.pdf
NMX-U-067-1979,"""DETERMINACIÓN DE SÍLICE EN VEHÍCULOS BASE DE RESINAS DE SILICÓN"".",1979-11-14T00:00:00Z,DEFINITIVA,SILICE,"PINTURAS, BARNICES Y LACAS",CTNN DE LA INDUSTRIA AUTOMOTRIZ.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1979/nmx-u-067-1979.pdf
NMX-U-071-1979,"""DETERMINACIÓN DE RESINAS VINÍLICAS EN ALQUIDALES MODIFICADOS"".                                                                                                                                                                                             ",1979-11-13T00:00:00Z,DEFINITIVA,RESINAS,"PINTURAS, BARNICES Y LACAS",CTNN DE PRODUCTOS QUÍMICOS.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1979/nmx-u-071-1979.pdf
NMX-U-078-1980,"""RECUBRIMIENTOS PARA PROTECCIÓN ANTICORROSIVA.-DETERMINACIÓN DE ÓXIDO CUPROSO"".                                                                                                                                                                              ",1980-03-11T00:00:00Z,DEFINITIVA,RECUBRIMIENTO,"PINTURAS, BARNICES Y LACAS","CTNN DE ADITIVOS, ACABADOS Y RECUBRIMIENTOS.",NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1980/nmx-u-078-1980.pdf
NMX-U-079-1980,"""RECUBRIMIENTOS PARA PROTECCIÓN ANTICORROSIVA - DETERMINACIÓN DE RESINA EPÓXICA"".                                                                                                                                                  ",1980-03-05T00:00:00Z,DEFINITIVA,RECUBRIMIENTO,"PINTURAS, BARNICES Y LACAS","CTNN DE ADITIVOS, ACABADOS Y RECUBRIMIENTOS.",NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1980/nmx-u-078-1980.pdf
NMX-U-087-SCFI-2012,"RECUBRIMIENTOS, PINTURAS, BARNICES Y PRODUCTOS AFINES-PANELES ESTÁNDAR PARA ENSAYO-TIPOS Y PREPARACIÓN (CANCELA A LA  NMX-U-087-1981).",2013-12-19T00:00:00Z,DEFINITIVA,PINTURAS,"PINTURAS, BARNICES Y LACAS","CTNN DE ADITIVOS, ACABADOS Y RECUBRIMIENTOS.",NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2010/nmx-u-087-scfi-2012.pdf
NMX-U-092-1981,"""PINTURAS, RECUBRIMIENTOS Y PRODUCTOS AFINES - DETERMINACIÓN DE AGUA LIBRE"". ",1981-06-19T00:00:00Z,DEFINITIVA,PINTURAS,"PINTURAS, BARNICES Y LACAS","CTNN DE ADITIVOS, ACABADOS Y RECUBRIMIENTOS.",NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1981/nmx-u-092-1981.pdf
NMX-U-093-SCFI-2012,"RECUBRIMIENTOS, PINTURAS, BARNICES Y PRODUCTOS AFINES-DETERMINACIÓN DEL BRILLO ESPECULAR DE PELÍCULAS DE PINTURAS, BARNICES, RECUBRIMIENTOS Y PRODUCTOS RELACIONADOS NO METÁLICOS A 20°, 60° Y 85° (CANCELA A LA NMX-U-093-1981)",2013-04-16T00:00:00Z,DEFINITIVA,BARNICES,"PINTURAS, BARNICES Y LACAS","CTNN DE ADITIVOS, ACABADOS Y RECUBRIMIENTOS.",NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2010/nmx-u-093-scfi-2012.pdf
NMX-U-116-SCFI-2012,"RECUBRIMIENTOS, PINTURAS, BARNICES Y PRODUCTOS AFINES-DETERMINACIÓN DE LA RESISTENCIA AL DESGASTE POR TALLADO EN HÚMEDO- MÉTODO DE PRUEBA.",2013-04-16T00:00:00Z,DEFINITIVA,BARNICES,"PINTURAS, BARNICES Y LACAS","CTNN DE ADITIVOS, ACABADOS Y RECUBRIMIENTOS.",NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2010/nmx-u-116-scfi-2012.pdf
NMX-U-117-SCFI-2012,"RECUBRIMIENTOS, PINTURAS, BARNICES Y PRODUCTOS AFINES-MÉTODOS DE ENSAYO PARA LA DETERMINACIÓN DE LA DENSIDAD APARENTE Y  DENSIDAD REAL EN PINTURAS, BARNICES, LACAS Y PRODUCTOS RELACIONADOS.",2013-04-15T00:00:00Z,DEFINITIVA,PINTURAS,"PINTURAS, BARNICES Y LACAS","CTNN DE ADITIVOS, ACABADOS Y RECUBRIMIENTOS.",NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2010/nmx-u-117-scfi-2012.pdf
NMX-U-118-SCFI-2013,"RECUBRIMIENTOS, PINTURAS, BARNICES Y PRODUCTOS AFINES-MÉTODOS DE ENSAYO PARA DETERMINAR EL PODER CUBRIENTE Y LA RELACIÓN DE CONTRASTE DE PINTURAS Y RECUBRIMIENTOS POR REFLECTROMETRÍA",2014-08-06T00:00:00Z,DEFINITIVA,PINTURAS,"PINTURAS, BARNICES Y LACAS","CTNN DE ADITIVOS, ACABADOS Y RECUBRIMIENTOS.",NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2010/nmx-u-118-scfi-2013.pdf
NMX-U-120-1993-SCFI,CASETAS PARA APLICACION DE PINTURA - SU DISEÑO Y EQUIPOS A EMPLEAR                                                                                                                                                                                            ,1993-12-31T00:00:00Z,DEFINITIVA,PINTURAS,"PINTURAS, BARNICES Y LACAS","CTNN DE ADITIVOS, ACABADOS Y RECUBRIMIENTOS.",NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1993/nmx-u-120-1993.pdf
NMX-V-001-NORMEX-2012,"BEBIDAS ALCOHOLICAS DESTILADAS-WHISKY Y WHISKEY-DENOMINACION, ETIQUETADO Y ESPECIFICACIONES (CANCELA LA NMX-V-001-NORMEX- 2008).",2012-09-17T00:00:00Z,DEFINITIVA,WHISKY,BEBIDAS ALCOHÓLICAS,NO APLICA,"SOCIEDAD MEXICANA DE NORMALIZACIÓN Y CERTIFICACIÓN, S. C. (NORMEX)",NO APLICA
NMX-V-002-NORMEX-2010,"BEBIDAS ALCOHOLICAS DESTILADAS-RON-DENOMINACION, ETIQUETADO Y ESPECIFICACIONES.",2010-03-11T00:00:00Z,DEFINITIVA,RON,BEBIDAS ALCOHÓLICAS,NO APLICA,"SOCIEDAD MEXICANA DE NORMALIZACIÓN Y CERTIFICACIÓN, S. C. (NORMEX)",NO APLICA
NMX-V-003-1973,VERMOUTH. (ESTA NORMA CANCELA LA DGN-V-3-1957),1973-08-09T00:00:00Z,DEFINITIVA,VERMOUTH,BEBIDAS ALCOHÓLICAS,CTNN DE BEBIDAS ALCOHÓLICAS.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1973/nmx-v-003-1973.pdf
NMX-V-004-NORMEX-2013,BEBIDAS ALCOHÓLICAS-DETERMINACION DE FURFURAL-METODOS DE ENSAYO (PRUEBA) (CANCELA A LA NMX-V-004-NORMEX-2005),2014-01-23T00:00:00Z,DEFINITIVA,ALCOHOL,BEBIDAS ALCOHÓLICAS,NO APLICA,"SOCIEDAD MEXICANA DE NORMALIZACIÓN Y CERTIFICACIÓN, S. C. (NORMEX)",NO APLICA
